Date,GS,C,PBR,CAT,CVX,DIS,DAL,DD,BA,KO,COP,FB,AXP,AMZN,PEP,AAPL,GOOG,WMT,GE
8/19/2015,200.95,57,5.64,77.41,80.91,106.45,47.08,53.15,142.72,40.78,47.68,95.31,80.95,532.92,98.99,115.01,660.9,68.57,25.73
8/20/2015,196.75,55.33,5.62,76.41,79.24,100.02,45.71,52.41,137.02,40.55,47,90.56,78.76,515.78,97.98,112.65,646.83,68.43,25.19
8/21/2015,187.74,53.6,5.27,75,75.76,98.84,43.6,52,131.71,39.53,45.39,86.06,77.03,494.47,96.25,105.76,612.48,66.54,24.59
8/24/2015,179.46,50.34,4.9,72.82,72.12,95.36,42.15,49.98,127.19,38.38,42.93,82.09,74.65,463.37,91.83,103.12,589.61,63.95,23.87
8/25/2015,178.22,49.88,4.98,72.06,70.02,95.89,41.37,49.06,125.49,37.99,42.19,83,73.52,466.37,89.64,103.74,582.06,63.1,23.27
8/26/2015,184.4,52.28,5.08,73.87,73.09,99.23,43.7,50.66,129.34,38.73,43.41,87.19,75.63,500.77,92.49,109.69,628.62,64.83,24.01
8/27/2015,189.21,53.44,5.73,75.66,77.64,102.17,43.86,52.02,131.87,39.27,45.87,89.73,76.88,518.37,93.6,112.92,637.61,66.08,25.01
8/28/2015,187.75,53.28,5.78,75.95,80.43,102.48,43.94,51.84,133.24,39.45,46.82,91.01,76.65,518.01,93.53,113.29,630.38,64.94,25.16
8/31/2015,188.6,53.48,5.86,76.44,80.99,101.88,43.78,51.5,130.68,39.32,49.15,89.43,76.72,512.89,92.93,112.76,618.25,64.73,24.82
9/1/2015,182.12,50.94,5.42,74.9,78.19,99.51,43.77,50.02,127.44,38.75,47.75,87.23,74,496.54,91.33,107.72,597.79,63.82,23.88
9/2/2015,184.51,51.75,5.49,76.1,78.06,101.89,45.99,50.65,130.63,38.9,48.19,89.89,74.94,510.55,91.64,112.34,614.34,64.44,24.57
9/3/2015,185.06,51.79,5.5,74.45,78.26,101.99,45.06,50.56,131.02,39.16,48.18,88.15,75.26,504.72,92.13,110.37,606.25,64.86,24.51
9/4/2015,180.38,50.59,5.16,73.1,76.67,100.97,45.4,48.6,129.76,38.52,47.2,88.26,74.08,499,90.92,109.27,600.7,63.89,24
9/8/2015,185.88,51.65,5.29,74.3,76.84,104.01,46.59,49.61,133.82,38.9,48.46,89.53,75.49,517.54,92.37,112.31,614.66,66.38,24.96
9/9/2015,185.68,50.88,5.09,72.96,74.92,101.91,46.01,48.84,132.65,38.3,47.85,90.44,75.12,516.89,90.83,110.15,612.72,65.12,24.55
9/10/2015,185.91,51.07,4.85,72.42,75.66,102.6,46.49,48.62,133.55,38.42,48.43,91.98,75.31,522.24,91.06,112.57,621.35,64.12,24.68
9/11/2015,185.27,51.1,4.56,72.63,75.79,104.48,46.92,48.44,134.67,38.13,47.36,92.05,75.5,529.44,91.62,114.21,625.77,64.65,24.95
9/14/2015,183.94,50.98,4.64,72.77,75.77,103.82,46.89,47.98,134.43,38.1,46.77,92.31,75.14,521.38,91.2,115.31,623.24,64.28,24.77
9/15/2015,187.45,52,4.54,74.58,77.17,103.43,46.89,48.3,136.3,38.5,47.28,92.9,76.5,522.37,92.06,116.28,635.14,64.32,25.3
9/16/2015,188.64,52.59,4.93,75.64,79.02,103.96,47.09,48.41,137.2,39.15,49.47,93.45,77.32,527.39,93.07,116.41,635.98,64.69,25.93
9/17/2015,186.45,51.65,4.83,74.06,79.41,104.2,47.49,48.08,137.45,39.38,50.13,94.34,77.06,538.87,93.37,113.92,642.9,64.47,25.35
9/18/2015,180.94,50.29,4.46,71.86,77.74,102.84,46.67,47.53,136.09,38.98,48.36,94.4,75.95,540.26,93.05,113.45,629.25,63.34,24.8
9/21/2015,183.35,50.71,4.34,72.16,78.09,103.41,47.25,48.24,136.02,39.19,48.75,95.55,76.74,548.39,93.71,115.21,635.44,63.72,25.09
9/22/2015,179.72,50.38,4.1,71.68,77.25,102.49,46.46,48.57,133.99,38.79,48.62,92.96,75.71,538.4,92.37,113.4,622.69,63.59,25.11
9/23/2015,179.41,50.12,4.04,70.2,76.12,101.57,46.59,47.91,131.67,38.76,47.86,93.97,75.63,536.07,92.4,114.32,622.36,63.72,25.14
9/24/2015,176.91,49.13,4.14,65.8,76.89,100.62,45.91,48.03,129.75,39.15,47.76,94.41,74.69,533.75,92.47,115,625.8,63.83,24.91
9/25/2015,179.83,50.55,4.08,64.98,77.7,100.3,46.04,48.55,131.01,39.62,47.19,92.77,75.1,524.25,93.47,114.71,611.97,63.78,24.92
9/28/2015,173.02,49.03,3.72,63.79,75.77,98.49,44.66,47.32,128.13,39.53,45.85,89.21,73.34,504.06,92.47,112.44,594.89,63.66,24.31
9/29/2015,171.86,49,3.89,64.31,76.25,99.42,44.04,47.5,128.75,39.66,46.57,86.67,73.1,496.07,93.04,109.06,594.97,63.78,24.57
9/30/2015,173.76,49.61,4.35,65.36,78.88,102.2,44.87,48.2,130.95,40.12,47.96,89.9,74.13,511.89,94.3,110.3,608.42,64.84,25.22
10/1/2015,176.02,49.89,4.17,64.39,78.34,102.67,45.41,48.35,130.61,39.8,48.16,90.95,73.89,520.72,93.85,109.58,611.29,64.27,25.19
10/2/2015,177.01,49.88,4.64,65.7,81.55,103,44.87,49.26,132.56,40.39,51.19,92.07,74.41,532.54,94.16,110.38,626.91,64.98,25.47
10/5/2015,180.7,51.16,4.89,69.18,84.03,103.85,46.96,51.28,134.02,41.01,52.98,94.01,77.3,543.68,95.81,110.78,641.47,65.87,26.82
10/6/2015,180.32,51.06,5.16,70.82,86.99,103.77,45.09,55.21,134.63,40.96,55.14,92.8,76.91,537.48,97.07,111.31,645.44,65.68,27.29
10/7/2015,182.23,51.32,5.37,70.38,88.12,103.39,45.99,55.38,137.02,41.52,55.27,92.4,77.18,541.94,98.52,110.78,642.36,66.36,27.77
10/8/2015,181.07,51.65,5.68,71.84,89.91,104.61,45.96,56.13,139.04,41.98,56.28,92.47,77.18,533.16,98.97,109.5,639.16,66.88,28.03
10/9/2015,179.19,51.38,5.67,71.3,89.57,105.56,47.21,56.18,139.7,42.02,56.1,93.24,77.33,539.8,99.47,112.12,643.61,66.69,28.07
10/12/2015,180.23,51.28,5.42,70.5,88.74,106.35,48.5,55.66,140.68,42,55.27,94.26,77.31,550.19,99.14,111.6,646.67,66.93,28.09
10/13/2015,180.97,51.21,5.03,70.17,88.38,106.59,47.73,55.76,140.29,41.65,55.04,94.12,76.6,548.9,97.92,111.79,652.3,66.73,27.87
10/14/2015,179.51,50.72,5.03,70.71,89.76,105.73,48.59,56.4,134.22,41.68,55.46,94.07,76.17,544.83,97.49,110.21,651.16,60.03,27.6
10/15/2015,184.96,52.97,5.09,70.83,90.72,107.89,48.93,56.7,137.39,41.92,55.23,95.96,76.74,562.44,98.28,111.86,661.74,59.33,28.03
10/16/2015,185.18,52.69,5.08,69.68,91.29,108.24,49.12,57.27,137.6,42.02,55.23,97.54,77.21,570.76,99.7,111.04,662.2,58.89,28.98
10/19/2015,185.74,52.86,4.99,69.27,90.03,109.47,50.27,57.05,138.42,41.99,53.69,98.47,77,573.15,100.18,111.73,666.1,58.85,28.99
10/20/2015,185.51,52.84,4.94,70.27,89.99,109.84,50.15,57.19,138.88,42.29,53.54,97,76.95,560.88,100.27,113.77,650.28,58.75,28.78
10/21/2015,179.7,51.81,4.78,69.67,89.33,110.09,49.44,57.28,141.19,42.19,52.97,97.11,76.51,555.77,100.25,113.76,642.61,58.64,28.85
10/22/2015,183.56,52.51,4.99,70.88,91.62,113.25,50.81,59.19,146.31,43.24,54.58,99.67,72.5,563.91,103.08,115.5,651.79,58.9,29.58
10/23/2015,185.5,53.64,4.98,71.75,91.24,113.09,51,60.27,146.7,42.79,54.61,102.19,74.59,599.03,102.43,119.08,702,58.3,29.51
10/26/2015,187.01,53.11,4.92,71.52,88.77,113.52,51.32,60.37,146.7,42.59,52.95,103.77,74.19,608.61,102.54,115.28,712.78,58.02,29.55
10/27/2015,186.31,52.61,4.7,70.39,87.7,113.77,50.87,62.05,148.46,42.61,51.69,103.7,74.01,611.01,102.94,114.55,708.49,57.48,29.46
10/28/2015,191.32,54.73,4.79,71.97,89.79,114.34,50.14,63.37,147.88,42.73,53.34,104.2,74.45,617.1,102.74,119.27,712.95,57.64,29.39
10/29/2015,189.89,53.66,4.82,71.97,89.89,115.04,50.5,63.34,147.18,42.79,53.62,104.88,74.22,626.55,102.8,120.53,716.92,57.96,29.34
10/30/2015,187.5,53.17,4.88,72.99,90.88,113.74,50.84,63.4,148.07,42.35,53.35,101.97,73.26,625.9,102.19,119.5,710.81,57.24,28.92
11/2/2015,189.68,53.83,5.02,74.34,94.96,115.04,50.7,63.94,148.4,42.24,54.94,103.31,73.94,628.35,101.4,121.18,721.11,57.61,29.4
11/3/2015,190.69,54.16,5.55,74.75,98.14,115.54,51,64.01,148.09,42.16,56.73,102.58,74.03,625.31,100.92,122.57,722.16,58.11,29.59
11/4/2015,191.65,53.83,5.24,74.55,96.77,113.25,50.66,64.27,148.19,41.97,56.34,103.94,74.07,640.95,100.62,122,728.11,58.37,29.54
11/5/2015,192.02,54.15,5.17,74.22,94.55,113,50.54,64.81,147.97,42.33,56.28,108.76,73.93,655.65,100.61,120.92,731.25,58.61,29.64
11/6/2015,199.17,55.87,5.06,73.84,94.03,115.67,51.2,66.11,147.94,41.96,55.77,107.095,74.3,659.37,99.72,121.06,733.76,58.78,29.92
11/9/2015,196.76,55.71,4.89,71.89,92.32,116.42,50.63,66.77,145.98,41.54,54.64,106.49,73.42,655.49,98.88,120.57,724.89,58.49,29.75
11/10/2015,197.81,55.8,4.93,72.43,93.23,117.42,50.3,66.34,145.15,41.77,54.65,107.91,73.37,659.68,98.83,116.77,728.32,58.68,30.12
11/11/2015,197.39,54.9,4.86,71.91,92.19,116.52,49.98,67,144.99,42.04,53.44,109.01,72.91,673.25,99.43,116.11,735.4,57.58,30.67
11/12/2015,192.77,53.46,4.71,68.66,89.86,116.21,49.98,66.11,142.54,41.58,51.97,108.02,71.98,665.6,98.37,115.72,731.23,56.95,30.16
11/13/2015,190.39,53.17,4.57,69.63,88.68,114.84,48.99,67.05,142.59,41.38,51.83,103.95,71.2,642.35,98.04,112.34,717,56.42,30.28
11/16/2015,192.16,53.69,4.97,70.39,91.45,115.92,47.93,67.24,144.42,41.96,54.37,104.04,71.66,647.81,99.56,114.175,728.96,57.87,30.36
11/17/2015,190.57,53.49,4.86,69.39,91.03,116.13,47.77,67.07,146.08,41.67,53.9,105.13,71.11,643.3,98.83,113.69,725.3,59.92,30.32
11/18/2015,193.66,54.98,5.07,70.32,92.21,118.14,47.75,67.1,148.28,42.28,54.48,107.77,72.15,663.54,100.27,117.29,740,60.93,30.52
11/19/2015,193.03,55.06,5.09,70.02,90.83,118.71,48.51,66.99,149.24,43.11,53.56,106.26,72.74,661.27,100.93,118.78,738.41,60.7,30.27
11/20/2015,191.47,54.75,5.14,71.14,89.01,120.07,48.76,66.7,149.4,42.43,52.93,107.32,72.42,668.45,100.1,119.3,756.6,60.07,30.66
11/23/2015,189.19,54.28,5.24,71.02,90.01,119.42,48.74,66.52,148.34,42.96,53.28,106.95,72.24,678.99,100.85,117.75,755.98,60.26,30.59
11/24/2015,188.67,54.18,5.57,71.4,91.35,117.95,47.24,67.42,148.65,43.36,55.32,105.74,71.63,671.15,100.63,118.88,748.28,59.92,30.66
11/25/2015,189.15,54.08,5.12,71.49,90.87,118.67,46.87,67.26,147.43,43.36,54.38,105.41,71.69,675.34,100.5,118.03,748.15,60.24,30.36
11/27/2015,190.47,54.21,4.93,71.22,90.37,115.13,47.14,67.09,146.95,43.15,53.48,105.45,71.85,673.26,100.74,117.81,750.26,59.89,30.36
11/30/2015,190.02,54.09,4.77,72.65,91.32,113.47,46.46,67.34,145.45,42.62,54.05,104.24,71.64,664.8,100.16,118.3,742.6,58.84,29.94
12/1/2015,193.07,54.88,4.74,71.56,92.48,115.39,47.67,67.28,147.74,42.89,54.61,107.12,72.2,679.06,101.06,117.34,767.04,58.99,30.17
12/2/2015,190.26,54.14,4.95,71.03,90.25,114,48.33,67.27,146.96,42.77,52.55,106.07,71.2,676.01,99.48,116.28,762.38,58.35,29.97
12/3/2015,185.2,53.51,5.09,69.64,88.85,111.89,48.22,66.23,145.56,42.46,51.61,104.38,70.42,666.25,99.09,115.2,752.54,59.04,30.03
12/4/2015,189.99,55.09,4.79,69.98,89.71,114.24,49.78,67.75,148.5,43.29,51.19,106.18,71.1,672.64,101.06,119.03,766.81,59.66,30.49
12/7/2015,185.49,54.4,4.57,68.36,87.28,113.83,51.78,67.1,148.45,43.2,48.99,105.61,70.61,669.83,100.67,118.28,763.25,60.5,30.37
12/8/2015,182.92,53.39,4.76,66.54,86.44,112.48,50.27,66.6,144.99,43.01,48.3,106.49,69.91,677.33,100.17,118.23,762.37,59.61,30.19
12/9/2015,180.71,52.81,5,65.91,87.6,111.47,49.51,74.49,144.24,42.66,48.47,104.6,69.86,664.79,99.13,115.62,751.61,59.13,30.47
12/10/2015,182.11,52.65,4.73,66.38,89.3,110.76,51.28,74.55,146.41,42.76,49.22,105.42,70.11,662.32,98.9,116.17,749.46,59.56,30.65
12/11/2015,176.56,51.11,4.48,65.43,86.44,108.04,49.28,70.44,144.62,42.27,48.13,102.12,68.86,640.15,97.78,113.18,738.87,59.36,30.26
12/14/2015,176.4,51.1,4.5,66.12,89.33,109.35,50.18,67.92,143,42.45,49.53,104.66,68.83,657.91,97.95,112.48,747.77,60.39,30.26
12/15/2015,182.01,52.52,4.63,66.75,92.76,112.16,51.15,66.5,146.53,43.07,50.56,104.55,70.15,658.64,99.39,110.49,743.4,59.64,30.32
12/16/2015,186.21,53.9,4.66,67.72,93.44,113.79,52.12,66.23,148.11,43.84,49.35,106.79,70.71,675.77,101.08,111.34,758.09,60.3,30.98
12/17/2015,182.61,52.84,4.46,64.9,90.54,112.01,51.03,65.23,145.56,43.49,47.28,106.22,69.57,670.65,100.2,108.98,749.43,58.98,30.55
12/18/2015,175.49,51.21,4.35,65.11,89.81,107.72,49.96,63.4,139.58,42.5,45.93,104.04,67.87,664.14,97.9,106.03,739.31,58.85,30.28
12/21/2015,177.75,51.79,4.11,65.24,89.24,106.59,51.46,63.82,140.9,42.78,45.1,104.77,68.4,664.51,98.62,107.33,747.77,59.55,30.4
12/22/2015,180.05,52.01,4.28,68.41,90.27,106.74,51.75,64.63,142.38,43.29,46.28,105.51,68.85,663.15,99.8,107.23,750,60.54,30.49
12/23/2015,182.95,52.63,4.54,69.89,93.81,105.56,51.74,66.03,144.06,43.67,49.03,104.63,69.97,663.7,100.64,108.61,750.31,61.09,30.95
12/24/2015,182.47,52.71,4.53,69.38,92.05,105.86,52.26,66.4,143.53,43.54,48.59,105.02,70.16,662.79,100.54,108.03,748.4,60.83,30.83
12/28/2015,181.62,52.38,4.45,68.58,90.36,107.25,51.95,66.47,144.54,43.49,47.19,105.93,69.76,675.2,100.68,106.82,762.51,60.75,30.9
12/29/2015,183.53,52.98,4.42,69.19,91.25,107.08,52.17,67.57,147.35,43.71,47.77,107.26,70.55,693.97,101.45,108.74,776.6,61.61,31.28
12/30/2015,182.01,52.3,4.25,68.69,90.09,106.34,51.17,67.33,146.41,43.57,46.6,106.22,70.16,689.07,101.15,107.32,771,61.68,31.05
12/31/2015,180.23,51.75,4.3,67.96,89.96,105.08,50.69,66.6,144.59,42.96,46.69,104.66,69.55,675.89,99.92,105.26,758.88,61.3,31.15
1/4/2016,177.14,51.13,4.26,67.99,88.85,102.98,48.66,63.07,140.5,42.4,46.88,102.22,67.59,636.99,98.77,105.35,741.84,61.46,30.71
1/5/2016,174.09,50.86,4.18,67.28,89.61,100.9,48.57,64.28,141.07,42.55,47.4,102.73,66.55,633.79,99.45,102.71,742.58,62.92,30.74
1/6/2016,169.84,50.12,3.95,66.22,86.07,100.36,48.93,63.38,138.83,42.32,45.35,102.97,64.42,632.65,99.48,100.7,743.62,63.55,30.25
1/7/2016,164.62,47.56,3.81,63.94,83.02,99.5,47,61.5,133.01,41.62,44.06,97.92,63.84,607.94,97.57,96.45,726.39,65.03,28.97
1/8/2016,163.94,46.13,3.75,63.29,82.13,99.25,46.61,61.17,129.99,41.51,43.29,97.33,63.63,607.05,97.21,96.96,714.47,63.54,28.45
1/11/2016,165.73,46.85,3.71,61.47,80.77,99.92,46.74,59.18,130.21,41.58,41.12,97.51,64.05,617.74,97.44,98.53,716.03,64.22,28.58
1/12/2016,165.71,46.88,3.49,61.6,82.15,101.46,46.96,58.6,131.92,42.12,40.25,99.37,64.4,617.89,97.62,99.96,726.07,63.62,28.64
1/13/2016,158.99,45.19,3.35,60.89,81.33,98.48,44.94,56.79,128.12,41.85,39,95.44,62.85,581.81,96.5,97.39,700.56,61.92,28.24
1/14/2016,161.39,45.38,3.6,62.27,85.47,99.11,45.34,57.4,129.2,41.88,41.25,98.37,63.29,593,95.81,99.52,714.72,63.06,29.06
1/15/2016,155.61,42.47,3.27,59.87,83.67,93.9,44.5,54.09,125.63,41.5,39.36,94.97,62.91,570.18,93.93,97.13,694.45,61.93,28.49
1/19/2016,156.82,41.94,3.01,59.03,81.51,93.97,45.96,53.22,126.06,41.92,36.4,95.26,62.64,574.48,95.77,96.66,701.79,62.56,28.49
1/20/2016,153.75,40.49,2.94,58.81,78.98,92.54,45.69,52.79,122.14,41.38,34.75,94.35,63.03,571.77,93.77,96.79,698.45,60.84,28
1/21/2016,151.65,40.15,2.98,59.69,81.05,94.02,46.52,53.56,123.4,41.39,36.91,94.16,62.64,575.02,94.47,96.3,706.59,61.88,28.59
1/22/2016,156.86,41.06,3.03,60.98,83.54,96.9,46.76,54.74,124.61,42.06,37.67,97.94,55.06,596.38,95.85,101.42,725.25,62.69,28.24
1/25/2016,151.12,39.55,2.92,57.91,80.89,95.29,45.94,52.99,124.01,42.16,34.2,97.01,55.02,596.53,95.94,99.44,711.67,63.45,28.04
1/26/2016,154.45,40.5,2.93,59.16,84.12,96.27,46.11,53.46,128.01,42.08,35.35,97.34,55.09,601.25,96.32,99.99,713.04,64,28.31
1/27/2016,153.72,40.56,3.13,58.32,83.29,94.32,44.72,51.46,116.58,42.09,36.21,94.45,54.52,583.35,95.94,93.42,699.99,63.95,28
1/28/2016,157.06,40.39,3.2,61.08,85.92,93.53,43.2,52.01,118.01,42.57,38.02,109.11,52.88,635.35,97.45,94.09,730.96,64.22,28.21
1/29/2016,161.56,42.58,3.47,62.24,86.47,95.82,44.29,52.76,120.13,42.92,39.08,112.21,53.5,587,99.3,97.34,742.95,66.36,29.1
2/1/2016,159.65,42.48,3.29,62.7,85.29,95.15,45.21,53.3,121.56,43,38.6,115.09,54.7,574.81,99.03,96.43,752,67.5,28.64
2/2/2016,151.7,40.42,2.98,60.67,81.24,93.12,43.61,56.18,117.52,42.44,36.59,114.61,53.66,552.1,98.21,94.48,764.65,66.86,28.24
2/3/2016,152.68,40.36,3.13,63.27,84.62,95.14,43.8,58.76,121.87,42.72,38.63,112.69,54.11,531.07,98.72,96.35,726.95,66.27,28.67
2/4/2016,156.49,40.79,3.43,65.96,84.79,95.43,44.04,59.1,123.61,42.53,35.32,110.49,54.38,536.26,97.39,96.6,708.01,66.42,29.18
2/5/2016,156.47,39.86,3.24,66.12,82.88,93.9,42.01,58.89,122.56,42.44,32.9,104.07,53.98,502.13,97.32,94.02,683.57,67,28.54
2/8/2016,149.25,37.81,3.12,64.58,85.99,92.12,40.77,58.15,119.47,42.65,34.43,99.75,52.4,488.1,97.52,95.01,682.74,66.9,28.17
2/9/2016,148.25,37.51,2.99,63.93,82.92,92.32,41.98,59.08,118.88,43.3,33.58,99.54,52.63,482.07,98.28,94.99,678.11,65.81,28.28
2/10/2016,147.23,37.41,3.07,62.14,83.04,88.85,43.27,57.91,116.36,42.55,32.34,101,52.29,490.48,97.62,94.27,684.12,65.79,28.3
2/11/2016,140.69,34.98,2.9,61.41,82.99,90.31,42.7,56.62,108.44,42.41,31.88,101.91,51.11,503.82,96.9,93.7,683.11,65.32,27.45
2/12/2016,146.13,37.54,3.12,63.15,85.43,91.15,42.99,58.4,108.63,43.11,32.9,102.01,52.66,507.08,98.49,93.99,682.4,66.18,28.26
2/16/2016,149.02,38.89,3.06,65.21,84.81,92.91,44.58,58.86,112.6,43.36,32.76,101.61,53.18,521.1,98.6,96.64,691,65.9,28.86
2/17/2016,150.94,39.78,3.4,67.26,88.31,95.5,46.1,60.6,116.34,43.49,33.91,105.2,53.61,534.1,99.55,98.12,708.4,66.11,29.34
2/18/2016,147.73,38.92,3.23,66.12,86.73,95.17,46.46,59.97,117.57,43.61,33.7,103.47,54.15,525,99.62,96.26,697.35,64.12,29.08
2/19/2016,146.91,38.99,3.15,65.42,86.5,95.01,46.72,59.97,115.16,43.77,32.87,104.57,54.71,534.9,99.58,96.04,700.91,64.66,29.02
2/22/2016,148.79,39.52,3.68,67.31,88.82,96.37,48.82,60.23,117.39,43.94,34.45,107.16,55.63,559.5,99.87,96.88,706.46,65.63,29.41
2/23/2016,144.91,38.22,3.54,65.78,84.91,95.38,48.95,58.83,116.9,43.69,32.92,105.46,55.11,552.94,99.54,94.69,695.85,66.48,29.22
2/24/2016,145.56,38.09,3.5,65.88,85.27,95.43,48.94,59.02,115.59,43.91,32.96,106.88,54.64,554.04,99.68,96.1,699.56,67.12,28.96
2/25/2016,148.25,38.62,3.5,66.47,85.3,95.65,49.2,60.42,116.82,44.16,33.06,108.07,55.39,555.15,100.67,96.76,705.75,68.04,29.23
2/26/2016,150.25,39.5,3.38,66.87,84.35,95.31,47.86,61.51,118.16,43.14,34.12,107.92,55.38,555.23,98.36,96.91,705.07,66.51,29.4
2/29/2016,149.53,38.85,3.6,67.7,83.44,95.52,48.24,60.87,118.18,43.13,33.83,106.92,55.58,552.52,97.82,96.69,697.77,66.34,29.14
3/1/2016,154.65,41.27,3.79,69.09,86.13,97.65,48.9,62.94,119.96,43.69,34.46,109.82,56.8,579.04,99.09,100.53,718.81,66.46,29.88
3/2/2016,154.2,42.22,4.11,69.38,87.14,97,48.55,62.15,119.65,43.77,36.49,109.95,57.12,580.21,98.33,100.75,718.85,66.21,30.18
3/3/2016,155.33,42.83,4.71,71.75,87.53,98.82,48.79,61.91,119.61,43.96,38.56,109.58,58.09,577.49,99.16,101.5,712.42,66.14,30.22
3/4/2016,156.84,42.83,5.26,72.84,87.93,98.48,48.67,63.18,121.07,44.11,41.12,108.39,58.29,575.14,100,103.01,710.89,66.78,30.46
3/7/2016,155.35,42.61,5.22,74.77,90.67,99.39,48.39,64.71,122.9,44.01,41.4,105.73,59,562.8,99.25,101.87,695.16,67.89,30.29
3/8/2016,151.6,41.05,5.07,71.73,88.74,97.82,46.22,63.53,122.35,44.32,38.62,105.93,59.43,560.26,99.74,101.03,693.97,68.04,30.06
3/9/2016,149.91,41.15,5.13,71.87,92.82,97.66,46.74,63.45,122.86,44.81,39.05,107.51,59.05,559.47,100.2,101.12,705.24,67.53,30.05
3/10/2016,151.02,41.37,5.35,71.36,93.94,97.04,47,62.16,122.94,45.23,39.03,107.32,58.75,558.93,100.78,101.17,712.82,67.41,29.94
3/11/2016,153.94,42.99,5.53,72.8,94.58,97.94,47.69,63.83,124.63,45.2,40.52,109.41,59.46,569.61,101.31,102.26,726.82,67.17,30.34
3/14/2016,153.49,42.67,5.22,72.73,94.26,98.81,47.89,63.3,126.34,45.29,40.01,109.89,59.57,573.37,100.65,102.52,730.49,67.36,30.27
3/15/2016,152.03,42.59,4.79,72.44,94.27,98.24,47.76,62.83,126.36,45.24,39.83,110.67,59.23,577.02,101.15,104.58,728.33,68.09,30.28
3/16/2016,150.54,42.23,5.13,74.34,95.4,98.44,48.77,63.16,127.57,45.05,41.87,112.18,59.7,574.27,100.83,105.97,736.09,67.99,30.17
3/17/2016,152.91,42.85,5.63,75.9,96.89,99.6,48.62,64.59,130.7,45.77,43.01,111.02,60.08,559.44,101.87,105.8,737.78,67.45,30.96
3/18/2016,157.6,43.54,5.57,75.47,97.69,99.2,50.05,64.86,133.96,45.6,43.02,111.45,61.22,552.08,101.29,105.92,737.6,66.95,30.92
3/21/2016,156.29,43.6,5.64,75.89,96.44,98.46,50.12,64.57,135.86,45.67,42.58,111.85,61.21,553.98,101.54,105.91,742.09,67.97,31.09
3/22/2016,154.2,43.38,5.77,75.55,95.5,97.58,49.39,63.93,135.12,45.5,41.92,112.25,60.61,560.48,100.77,106.72,740.75,67.87,31.06
3/23/2016,154.08,42.37,5.36,73.68,93.59,96.83,48.91,63.75,132.86,45.46,39.85,112.54,60.63,569.63,100.81,106.13,738.06,67.46,31.07
3/24/2016,153,41.94,5.4,75.29,94.85,97.22,47.84,63.95,132.12,45.58,40.04,113.05,60.47,582.95,100.68,105.67,735.3,68,31.11
3/28/2016,153.84,41.92,5.79,75.32,94.68,98.09,48.2,64.19,131.29,45.8,39.68,113.69,60.28,579.87,100.98,105.19,733.53,68.12,31.49
3/29/2016,155.03,41.72,5.83,76.01,95.32,98.16,49.13,63.64,130.88,46.48,39.62,116.14,60.6,593.86,101.37,107.68,744.77,68.03,31.48
3/30/2016,156.5,41.88,5.86,76.51,95.25,98.91,49.33,64.17,128.58,46.58,40.08,114.7,60.29,598.69,102.69,109.56,750.53,68.8,31.83
3/31/2016,156.98,41.75,5.84,76.54,95.4,99.31,48.68,63.32,126.94,46.39,40.27,114.1,61.4,593.64,102.48,108.99,744.95,68.49,31.79
4/1/2016,159.82,42.47,5.87,76.79,94.26,99.07,47.01,63.91,126.96,46.83,39.78,116.06,61.1,598.5,103.78,109.99,749.91,69.06,31.93
4/4/2016,157.77,42.06,5.3,75.72,93.43,98.68,47.15,63.8,126.34,46.89,39.1,112.55,60.62,593.19,103.82,111.12,745.29,69.1,31.23
4/5/2016,155.35,41.51,5.32,75.24,92.67,97,47.16,63.17,127.03,46.53,39.04,112.22,60.19,586.14,103.1,109.81,737.8,68.64,30.98
4/6/2016,155.19,41.86,5.32,75.22,94.84,97.48,47.2,63.5,127.93,46.71,40.75,113.71,59.88,602.08,103.92,110.96,745.69,69.04,30.9
4/7/2016,150.41,40.27,5.32,74.17,94.79,96.16,45.8,62.81,127,46.36,40.31,113.64,58.86,591.43,103.6,108.54,740.28,68.22,30.63
4/8/2016,150.28,40.47,5.75,74.35,96.33,96.42,46.29,63.2,127.88,46.87,41.23,110.63,59.5,594.6,105.08,108.66,739.15,68.06,30.79
4/11/2016,152.2,41.12,5.89,74.63,95.24,96.27,46.55,63.22,127.91,46.44,41.19,108.99,59.8,595.93,104.3,109.02,736.1,67.4,30.71
4/12/2016,154.31,41.9,6.43,76.1,97.51,97.35,46.63,64.31,129.47,46.65,43.47,110.61,60.68,603.17,104.91,110.44,743.09,68.8,30.81
4/13/2016,159.85,44.25,6.73,79.13,97.6,99.48,48.04,64.8,131.14,46.04,43.58,110.51,62.16,614.82,104.12,112.04,751.72,69.15,30.98
4/14/2016,160.91,44.98,6.6,79.05,97.98,98.63,48.49,65.18,130.85,45.83,44.22,110.84,62.51,620.75,103.16,112.1,753.2,68.8,31.02
4/15/2016,158.52,44.92,6.72,79.17,97.23,98.59,47.5,65.27,131.13,46.1,43.7,109.64,62.14,625.89,103.77,109.85,759,69.06,31.03
4/18/2016,159.02,45.11,6.5,79.25,98.7,101.48,46.55,64.7,131.97,46.22,45,110.45,62.59,635.35,103.72,107.48,766.61,69.86,31.06
4/19/2016,162.65,45.63,6.97,80.39,100.5,102.64,46.87,65.68,132.68,46.6,47.06,112.29,63.57,627.9,104.32,106.91,753.93,69.77,31.15
4/20/2016,166.98,46.74,6.96,79.74,101.69,103.27,46.6,64.73,130.57,44.37,47.08,112.42,65.02,632.99,102.44,107.13,752.67,69.21,31.15
