Date,FB,AMZN,AAPL,GOOG
3/28/2017,141.76,856,143.8,820.92
3/29/2017,142.65,874.32,144.12,831.41
3/30/2017,142.41,876.34,143.93,831.5
3/31/2017,142.05,886.54,143.66,829.56
4/3/2017,142.28,891.51,143.7,838.55
4/4/2017,141.73,906.83,144.77,834.57
4/5/2017,141.85,909.28,144.02,831.41
4/6/2017,141.17,898.28,143.66,827.88
4/7/2017,140.78,894.88,143.34,824.67
4/10/2017,141.04,907.04,143.17,824.73
4/11/2017,139.92,902.36,141.63,823.35
4/12/2017,139.58,896.23,141.8,824.32
4/13/2017,139.39,884.67,141.05,823.56
4/17/2017,141.42,901.99,141.83,837.17
4/18/2017,140.96,903.78,141.2,836.82
4/19/2017,142.27,899.2,140.68,838.21
4/20/2017,143.8,902.06,142.44,841.65
4/21/2017,143.68,898.53,142.27,843.19
4/24/2017,145.47,907.41,143.64,862.76
4/25/2017,146.49,907.62,144.53,872.3
4/26/2017,146.56,909.29,143.68,871.73
4/27/2017,147.7,918.38,143.79,874.25
4/28/2017,150.25,924.99,143.65,905.96
5/1/2017,152.46,948.23,146.58,912.57
5/2/2017,152.78,946.94,147.51,916.44
5/3/2017,151.8,941.03,147.06,927.04
5/4/2017,150.85,937.53,146.53,931.66
5/5/2017,150.24,934.15,148.96,927.13
5/8/2017,151.06,949.04,153.01,934.3
5/9/2017,150.48,952.82,153.99,932.17
5/10/2017,150.29,948.95,153.26,928.78
5/11/2017,150.04,947.62,153.95,930.6
5/12/2017,150.33,961.35,156.1,932.22
5/15/2017,150.19,957.97,155.7,937.08
5/16/2017,149.78,966.07,155.47,943
5/17/2017,144.85,944.76,150.25,919.62
5/18/2017,147.66,958.49,152.54,930.24
5/19/2017,148.06,959.84,153.06,934.01
5/22/2017,148.24,970.67,153.99,941.86
5/23/2017,148.07,971.54,153.8,948.82
5/24/2017,150.04,980.35,153.34,954.96
5/25/2017,151.96,993.38,153.87,969.54
5/26/2017,152.13,995.78,153.61,971.47
5/30/2017,152.38,996.7,153.67,975.88
5/31/2017,151.46,994.62,152.76,964.86
6/1/2017,151.53,995.95,153.18,966.95
